Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BRVM30,BRVM30,2026-09-09T18:32:25+00:00,serveur,266.89,"+0,21%",0.0,0.0,26689.0,26689.0,26689.0,26632.0,0.0,81.8,-%,- M,26778.0,26380.0,0.0269,26778.0,23399.0,0.1543,26778.0,16286.0,0.6053999999999999,26778.0,15768.0,0.6926000000000001,26778.0,10356.0,1.5018,-,-,-%,False,Séance fermée
