Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BRVM-SF,BRVM-SF,2026-09-07T19:08:42+00:00,serveur,261.06,"+0,82%",0.0,0.0,26106.0,26106.0,26106.0,25894.0,0.0,84.86,-%,- M,26106.0,25012.0,0.060599999999999994,26106.0,23789.0,0.10550000000000001,26106.0,14470.0,0.7898000000000001,26106.0,12645.0,1.0645,-,-,-%,-,-,-%,False,Séance fermée
