Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
SIVC,SIVC.ci,2026-09-07T19:10:15+00:00,serveur,2395.0,"+2,79%",12721.0,30466795.0,2330.0,2395.0,2330.0,2330.0,0.06,53.94,0.0015,20918000000.0,2450.0,2330.0,0.0279,2450.0,2195.0,0.12710000000000002,3215.0,1505.0,0.5158,3215.0,59000.0,2.9917000000000002,3215.0,45000.0,3.6505,3215.0,45000.0,4.2637,False,Séance fermée
