Date,Open,High,Low,Close,Volume
2016-12-23,6299,6299,6299,6299,916
2016-12-27,6771,6771,6771,6771,251
2016-12-28,7277,7277,6839,7277,25723
2016-12-29,7822,7822,7822,7822,1608
2016-12-30,8408,8408,8408,8408,1208
2017-01-02,9038,9038,7778,7778,24018
2017-01-03,7778,8361,7623,8361,14915
2017-01-04,8300,8398,7832,8398,7153
2017-01-05,8303,8789,8302,8789,12001
2017-01-06,8691,9375,8594,9375,12534
2017-01-09,8984,9180,8672,9180,11884
2017-01-10,9179,9180,8498,8498,5489
2017-01-11,8786,9063,8507,9063,7557
2017-01-12,8788,8789,8536,8789,4101
2017-01-13,8789,9072,8615,9072,9503
2017-01-16,8789,9092,8595,9092,15857
2017-01-17,8984,9180,8596,9180,18524
2017-01-18,8789,9766,8789,9766,14244
2017-01-19,9185,9766,9180,9765,7849
2017-01-20,9570,9668,9375,9570,3676
2017-01-23,9473,9570,9378,9570,1843
2017-01-24,9377,9570,9377,9570,1393
2017-01-25,9414,9570,9414,9570,4838
2017-01-26,9473,9569,9434,9569,3507
2017-01-27,9474,9668,9473,9668,14669
2017-01-30,9513,9668,9513,9570,2237
2017-01-31,9570,9766,9570,9766,19999
2017-02-01,9571,9766,9570,9766,13916
2017-02-02,9570,9766,9570,9766,18816
2017-02-03,9571,9746,9473,9746,8095
2017-02-06,9746,9766,9570,9766,7951
2017-02-07,9765,9765,9570,9764,11213
2017-02-08,9746,9746,9570,9570,7424
2017-02-09,9531,9668,9531,9668,13660
2017-02-10,9570,9766,9570,9766,16896
2017-02-13,9668,9668,9570,9570,1439
2017-02-14,9570,9570,9531,9570,3067
2017-02-15,9570,9608,9570,9570,1295
2017-02-16,9570,9570,9531,9569,1572
2017-02-17,9570,9570,9473,9570,5903
2017-02-20,9570,9570,9473,9570,10808
2017-02-21,9570,9647,8984,8984,4070
2017-02-22,9445,9473,9277,9473,8305
2017-02-23,9473,9570,9414,9570,24074
2017-02-24,9473,10288,9473,10288,27756
