Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
SPHC,SPHC.ci,2026-09-07T19:09:32+00:00,serveur,9265.0,"-7,49%",3273.0,30324345.0,9265.0,9265.0,9265.0,10015.0,0.74,53.96,0.0001,236 795 M,10300.0,9265.0,-0.024700000000000003,10300.0,7600.0,0.2191,10300.0,6290.0,0.1728,10300.0,6290.0,0.3467,10300.0,1805.0,1.9790999999999999,10300.0,1805.0,1.2406,False,Séance fermée
