Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume__,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
SDSC,SDSC.ci,2026-09-04T18:23:07+00:00,serveur,3205.0,"+3,39%",22573.0,72346465.0,3095.0,3205.0,3095.0,3100.0,0.57,71.86,0.0004,174 465 M,3205.0,2750.0,0.1655,3205.0,2190.0,0.2593,3205.0,1430.0,1.1155,3205.0,1345.0,1.2811000000000001,3205.0,1225.0,1.1803,3205.0,1200.0,0.3354,False,Séance fermée
