Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
SAFC,SAFC.ci,2026-09-09T18:33:34+00:00,serveur,5180.0,"-7,42%",24352.0,126143360.0,5480.0,5480.0,5180.0,5595.0,1.35,41.44,0.0021,61485000000.0,6185.0,5180.0,-0.1374,6200.0,4810.0,-0.013300000000000001,6200.0,2250.0,1.1943000000000001,6200.0,82500.0,5.1458,6200.0,40000.0,11.7228,6200.0,34286.0,9.4345,False,Séance fermée
