Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
BICB,BICB.bj,2026-09-02T18:39:01+00:00,serveur,9600.0,"+2,67%",7363.0,70684800.0,9350.0,9600.0,9350.0,9350.0,0.3,84.19,0.0001,554494000000.0,9600.0,8500.0,0.1294,9600.0,7500.0,0.2657,9600.0,4900.0,0.9296,9600.0,4850.0,0.8462000000000001,-,-,-%,-,-,-%,False,Séance fermée
