Ticker,URL_Ticker,Capture_UTC,Capture_Origine,Cours_Actuel,Variation_Cours,Volume_Titres,Volume_XOF,Ouverture,Plus_Haut,Plus_Bas,Cloture_Veille,Beta_1_An,RSI,Capital_Echange,Valorisation,1_Semaine_Plus_Haut,1_Semaine_Plus_Bas,1_Semaine_Variation,1_Mois_Plus_Haut,1_Mois_Plus_Bas,1_Mois_Variation,1er_Janvier_Plus_Haut,1er_Janvier_Plus_Bas,1er_Janvier_Variation,1_An_Plus_Haut,1_An_Plus_Bas,1_An_Variation,3_Ans_Plus_Haut,3_Ans_Plus_Bas,3_Ans_Variation,5_Ans_Plus_Haut,5_Ans_Plus_Bas,5_Ans_Variation,Seance_Ouverte,Seance_Libelle
CABC,CABC.ci,2026-09-08T18:36:49+00:00,serveur,3490.0,"-0,99%",1384.0,4830160.0,3525.0,3525.0,3490.0,3525.0,0.14,41.16,0.0002,20661000000.0,3600.0,3490.0,-0.0014000000000000002,3705.0,3490.0,-0.0169,4600.0,2300.0,0.4788,4600.0,1310.0,1.6641,4600.0,92500.0,1.9450999999999998,4600.0,92500.0,1.5382,False,Séance fermée
